geneid	cell_type	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ENSMMUG00000062894	Naive B cells	1.0459803312727325e-246	-12.792467108189218	0	0.14	2.0366283030211373e-242
ENSMMUG00000054038	Naive B cells	1.8468990650950948e-212	0.8133124938727607	0.848	0.683	3.596097169646659e-208
ENSMMUG00000058325	Naive B cells	2.60344699993566e-165	1.0368185760269277	0.594	0.343	5.069171653574724e-161
ENSMMUG00000019371	Naive B cells	6.065375705686934e-143	1.5167264276959667	0.396	0.175	1.180989303654303e-138
TMTC2	Naive B cells	2.6054984815306412e-141	-1.9978395309885086	0.047	0.192	5.073166093388311e-137
ND4	Naive B cells	1.9153635342632492e-135	0.4787759412301984	0.996	0.779	3.7294043375639726e-131
RPL23A	Naive B cells	4.566399524013783e-128	-0.48531133449609065	0.905	0.951	8.891236513207237e-124
ENSMMUG00000064139	Naive B cells	1.7649790844910097e-127	0.6158355514710321	0.806	0.633	3.436590775412445e-123
IFI27	Naive B cells	1.7043762208235357e-122	3.4270711258705777	0.176	0.027	3.318590939565506e-118
ENSMMUG00000063637	Naive B cells	5.651328152226032e-122	1.2909527578171227	0.451	0.251	1.1003701045199307e-117
CPNE8	Naive B cells	3.2445221797953844e-104	4.55567879750441	0.121	0.006	6.317409136279594e-100
MTSS1	Naive B cells	1.5330464237724041e-102	-0.9731592518553898	0.295	0.483	2.984994691727248e-98
ENSMMUG00000055690	Naive B cells	1.68688536692404e-100	-0.30727526702059205	0.989	0.995	3.2845344979377984e-96
UBA52	Naive B cells	1.3736823597566888e-91	-0.49084350959665457	0.75	0.852	2.674696922682249e-87
ENSMMUG00000061125	Naive B cells	6.099541345312487e-88	0.3669313433526611	0.909	0.731	1.1876416953457943e-83
MAP3K8	Naive B cells	5.540481687950313e-87	-0.966127477136894	0.212	0.376	1.0787871894608056e-82
LYN	Naive B cells	8.192762704885587e-85	-0.4172042261091464	0.885	0.938	1.5952128262682727e-80
MDGA2	Naive B cells	3.58664820669567e-84	1.0355617902791008	0.422	0.247	6.98356272325714e-80
PARP8	Naive B cells	9.828093665086474e-83	-0.7714359850490697	0.318	0.492	1.9136281175289875e-78
RPS27A	Naive B cells	1.4822885946712147e-77	-0.25583086310030456	0.987	0.991	2.8861641226843223e-73
IFI6	Naive B cells	2.880201768477602e-77	2.547108118152372	0.151	0.039	5.6080408634027384e-73
RPLP1	Naive B cells	3.0824914653877194e-77	-0.3417374356466487	0.927	0.962	6.001919132256428e-73
COX2	Naive B cells	3.1091643960224475e-75	0.3608027157802818	0.999	0.991	6.053853995495308e-71
IGKC	Naive B cells	8.142863541652563e-75	0.8728362326538894	0.581	0.421	1.5854969601951707e-70
ENSMMUG00000064692	Naive B cells	6.902965724877586e-72	-1.0316767774208568	0.213	0.354	1.3440764562909147e-67
KHDRBS2	Naive B cells	3.5642211544442287e-71	-1.0971649340689131	0.138	0.271	6.939895009818358e-67
ND3	Naive B cells	4.155653996505471e-71	0.3843286976438387	0.836	0.692	8.091473896595804e-67
FCRL2	Naive B cells	6.547329486900688e-71	1.215583273116222	0.304	0.16	1.274830524394433e-66
CCND3	Naive B cells	1.74167851887555e-70	0.6357966546479066	0.611	0.455	3.391222244102583e-66
CHMP7	Naive B cells	6.753004338579709e-68	-1.4748077454127215	0.075	0.179	1.3148774747648553e-63
RPL17	Naive B cells	1.2494234841119643e-66	-0.3922066842999845	0.857	0.909	2.4327524659144058e-62
FOS	Naive B cells	2.651152569812343e-66	-0.583295942047585	0.527	0.655	5.162059168681613e-62
RPS18	Naive B cells	2.6529563093402626e-65	-0.27513607399135864	0.966	0.979	5.1655712299164255e-61
C11H12orf57	Naive B cells	2.496739231831173e-62	-0.8494526557925557	0.234	0.371	4.861400958298476e-58
ENSMMUG00000058755	Naive B cells	2.792266759757518e-59	-0.37824098138800366	0.804	0.866	5.4368226079238634e-55
RPL28	Naive B cells	5.986305451825244e-59	-0.3432625720871325	0.851	0.905	1.1655935345248933e-54
B2M	Naive B cells	6.7313704354709515e-59	0.2576614735878717	0.987	0.985	1.310665137490549e-54
ENSMMUG00000052293	Naive B cells	9.051790874811988e-59	0.7086437788804034	0.432	0.284	1.762474201234642e-54
DENND4A	Naive B cells	3.905039169802476e-58	-0.40259443723264265	0.772	0.85	7.603501767522401e-54
ND4L	Naive B cells	9.118900605704217e-57	0.609745030218217	0.45	0.299	1.775541136936668e-52
DDX60	Naive B cells	1.0067647644630979e-56	2.2142654413351814	0.127	0.038	1.960271672886098e-52
MX1	Naive B cells	9.868793946297013e-56	2.1329813932473423	0.121	0.034	1.9215528692834912e-51
RPL13A	Naive B cells	4.000379073190618e-55	-0.28051686941059506	0.927	0.957	7.789138093409453e-51
CYTIP	Naive B cells	2.882920199762109e-54	-0.5813760354149429	0.434	0.568	5.613333920956803e-50
RPL23	Naive B cells	7.613374760862737e-53	-0.2823908745126853	0.925	0.952	1.4824001996875835e-48
GALNT10	Naive B cells	1.3421814639997104e-51	0.9881389626251653	0.264	0.145	2.613361528553836e-47
RPS24	Naive B cells	7.200651959348065e-51	-0.4336032452912968	0.629	0.729	1.4020389430046618e-46
ENSMMUG00000003412	Naive B cells	1.7594812005066222e-50	-0.3291600335821876	0.861	0.91	3.425885845506444e-46
ENSMMUG00000060858	Naive B cells	4.373539433680894e-50	1.5525308023389854	0.151	0.059	8.515718631320068e-46
RPS8	Naive B cells	1.8634590723533697e-49	-0.27310883673114716	0.931	0.954	3.628341159779246e-45
IGHM	Naive B cells	7.734420772036344e-49	0.3020912570059249	0.942	0.912	1.5059690685231966e-44
ENSMMUG00000040771	Naive B cells	2.1663472273207328e-48	1.004406777740937	0.247	0.133	4.2180946863161986e-44
SLC38A11	Naive B cells	1.0482499867336407e-47	-1.981409229997949	0.015	0.066	2.041047549169072e-43
LDB2	Naive B cells	3.5025519466819703e-47	0.6945362607174397	0.416	0.285	6.819818895384465e-43
CD52	Naive B cells	4.944853459577849e-47	0.43993289446871175	0.759	0.688	9.62812417114403e-43
RPL19	Naive B cells	5.933268645689366e-47	-0.32194433983562787	0.833	0.88	1.1552667380021765e-42
FAT2	Naive B cells	9.682244779826775e-47	-2.513207746945646	0.008	0.049	1.8852298810800714e-42
FCHSD2	Naive B cells	2.4119239087698075e-46	0.24009269914554832	0.982	0.961	4.696257042765692e-42
RPL13	Naive B cells	8.552785552343001e-46	-0.24912510015261535	0.955	0.971	1.6653128748967058e-41
CD1C	Naive B cells	2.132655918125383e-45	0.7607174817338961	0.319	0.197	4.152494338181933e-41
CHN2	Naive B cells	1.1212183656531115e-44	-1.0804970070533204	0.107	0.199	2.183124279763173e-40
MRC2	Naive B cells	2.5551268892918486e-44	4.393979433357792	0.053	0.003	4.975087566140159e-40
ISG15	Naive B cells	1.9264721419874837e-43	2.7994970466670956	0.07	0.012	3.7510339076638295e-39
ENSMMUG00000028672	Naive B cells	6.6923597584794766e-43	-7.385886491995512	0	0.025	1.3030693685735388e-38
FKBP5	Naive B cells	2.6678343723237482e-42	0.633343665633554	0.481	0.364	5.19454030635157e-38
MX2	Naive B cells	4.827589110364324e-42	1.694602178560992	0.142	0.06	9.399798756790375e-38
ACSL1	Naive B cells	9.602979565121365e-42	-1.8223440628028085	0.02	0.07	1.8697961511247809e-37
RPL12	Naive B cells	1.3343625153114559e-40	-0.3262288462479854	0.743	0.813	2.5981372535629358e-36
RPS23	Naive B cells	3.980672544885023e-40	-0.25801414065983375	0.926	0.953	7.750767512145628e-36
RPL7A	Naive B cells	1.193889800610194e-38	-0.3388008196424659	0.744	0.808	2.3246228307681087e-34
RPS7	Naive B cells	6.215520369914687e-38	-0.2373566033544634	0.893	0.926	1.2102239712260888e-33
BTLA	Naive B cells	7.680426984484785e-38	0.5432444083233869	0.455	0.335	1.4954559381490323e-33
EIF2AK3	Naive B cells	4.156751563616925e-37	-0.3446207445909124	0.689	0.766	8.093610969518515e-33
SPATS2L	Naive B cells	7.213145864440706e-37	1.4751712400870116	0.124	0.051	1.4044716312652499e-32
HERC6	Naive B cells	8.012203886817243e-37	1.155230957460549	0.265	0.17	1.5600562188021853e-32
EPSTI1	Naive B cells	1.9233083208456967e-36	1.0693550588047775	0.287	0.19	3.744873631518656e-32
RPS12	Naive B cells	3.510076220314622e-36	-0.26710511731532227	0.889	0.92	6.8344694085746e-32
SEL1L3	Naive B cells	8.577865148946392e-36	0.3021494936200666	0.833	0.77	1.6701961231513521e-31
ETV5	Naive B cells	3.956136520139742e-35	-1.2195567390467041	0.065	0.131	7.702993418364091e-31
RNF213	Naive B cells	2.3671453161409042e-34	1.0847425202293923	0.314	0.221	4.609068645057955e-30
PABPC1	Naive B cells	2.4351032364152163e-34	-0.3671250166419995	0.576	0.668	4.741389511624067e-30
RPS11	Naive B cells	2.4564947722960453e-34	-0.2207223206871367	0.931	0.955	4.78304097113763e-30
RPS27A	Naive B cells	3.281626046963583e-34	-0.4532154138681219	0.402	0.507	6.389654076042793e-30
ENSMMUG00000015202	Naive B cells	9.532017508670161e-34	0.41724741730628345	0.54	0.414	1.855979129113167e-29
COX1	Naive B cells	1.1111343280641995e-32	0.1494291405317787	0.998	0.989	2.163489650173803e-28
ERP44	Naive B cells	1.4824814186060064e-32	-0.4378168604109489	0.538	0.621	2.886539570167755e-28
IFI44	Naive B cells	1.4860459995801057e-32	3.6637707652317206	0.04	0.003	2.893480165782424e-28
COX3	Naive B cells	6.964415892991534e-31	0.10277793517939937	1	0.996	1.3560414185243816e-26
PDK1	Naive B cells	1.8451556326071884e-30	-0.6777332474483387	0.203	0.292	3.5927025322494566e-26
CPEB1	Naive B cells	3.369893138634435e-30	-0.2792716349045099	0.744	0.801	6.561518930235109e-26
VAV3	Naive B cells	9.749873378111952e-30	0.2387753371991086	0.879	0.842	1.8983978454521781e-25
SLFN5	Naive B cells	1.1546189480075933e-29	2.882355864673677	0.045	0.007	2.248158553665585e-25
ENSMMUG00000063316	Naive B cells	1.319911800494138e-29	0.4092100684944746	0.428	0.316	2.570000266742136e-25
CLNK	Naive B cells	5.618110457994984e-29	1.1422146302898737	0.113	0.05	1.0939022872762034e-24
ADAMTS16	Naive B cells	8.033967131916096e-29	-9.521859136142245	0	0.016	1.5642937402553832e-24
HIF1A	Naive B cells	1.7756569617360961e-28	-0.5712763259815827	0.223	0.313	3.4573816701963524e-24
LAIR1	Naive B cells	2.1592666715198314e-28	-1.032800409601005	0.059	0.116	4.2043081361162634e-24
RPS16	Naive B cells	4.3151982970882485e-28	-0.21900388818611738	0.898	0.929	8.40212260426053e-24
RPL15	Naive B cells	1.0388604834543892e-27	-0.2957029547412584	0.657	0.737	2.0227652473340413e-23
CD83	Naive B cells	1.0664850117526193e-27	-0.4078784059036118	0.488	0.569	2.0765529663835252e-23
ENSMMUG00000059742	Naive B cells	1.1266172217602553e-27	-0.8537380728951767	0.094	0.161	2.1936363924893933e-23
WIF1	Naive B cells	1.5773364577215912e-27	2.656460620392352	0.043	0.007	3.0712318168297104e-23
ENSMMUG00000062077	Naive B cells	2.068803361499186e-27	-0.2898787372710401	0.759	0.815	4.028167025175065e-23
JMJD1C	Naive B cells	2.7806695338972527e-27	-0.24743480520324512	0.868	0.903	5.414241649451341e-23
ENSMMUG00000050007	Naive B cells	4.320013506213172e-27	-2.7080904284910625	0.004	0.027	8.411498297947666e-23
IFIT1	Naive B cells	9.666848156035421e-27	2.611672749590908	0.047	0.01	1.8822320044616567e-22
IFRD1	Naive B cells	1.8916839212197918e-26	-0.6568876503837109	0.18	0.26	3.6832977630070565e-22
CCNL1	Naive B cells	1.921097215671567e-26	-0.3549396595966652	0.501	0.591	3.740568388634108e-22
ADGRE5	Naive B cells	3.4815676417602756e-26	-0.6905191609609918	0.168	0.246	6.7789603552714325e-22
DIPK1A	Naive B cells	5.170994109763464e-26	0.5878541045567941	0.329	0.237	1.006844263112044e-21
FAU	Naive B cells	6.386170955553379e-26	-0.20590059617965828	0.877	0.913	1.2434513467557983e-21
ZFP36	Naive B cells	1.8572451567306087e-25	-0.4694873050033088	0.309	0.397	3.616242044670168e-21
RPL3	Naive B cells	2.234420648789905e-25	-0.2733605127638876	0.701	0.756	4.350640445258824e-21
ARHGAP24	Naive B cells	2.8441766853055744e-25	0.1469586528265605	0.997	0.995	5.537896423958484e-21
NFKB1	Naive B cells	5.215835502640301e-25	-0.4454226170092015	0.361	0.448	1.015575330719093e-20
C1RL	Naive B cells	1.1980965247680665e-24	2.6394432204921006	0.037	0.005	2.3328137433759022e-20
PELI1	Naive B cells	1.336619686313532e-24	-0.5703610894929605	0.256	0.339	2.602532191221078e-20
LHFPL2	Naive B cells	1.9259737750857807e-24	2.0163237666548204	0.056	0.016	3.7500635374695234e-20
IRS2	Naive B cells	2.6130459979787244e-24	-1.200241278150197	0.035	0.077	5.0878618626643743e-20
YPEL5	Naive B cells	3.706187815427386e-24	-0.37081801333476605	0.458	0.539	7.216318295418663e-20
LIMCH1	Naive B cells	3.852652541772959e-24	-0.7766036917802357	0.112	0.178	7.501499764086129e-20
RPS14	Naive B cells	6.615358604433774e-24	-0.18901748969704357	0.918	0.938	1.2880764738693e-19
RPS20	Naive B cells	6.63768054593069e-24	-0.16216005478109263	0.95	0.962	1.2924227790981645e-19
ENSMMUG00000002676	Naive B cells	6.861598652689359e-24	-0.1864226995406879	0.932	0.949	1.3360218736651451e-19
EZR	Naive B cells	8.344056954831944e-24	-0.42187090310169273	0.46	0.534	1.624671329675328e-19
ATRNL1	Naive B cells	1.3852011073579047e-23	0.9290519551862436	0.128	0.069	2.697125076136576e-19
IFIT3	Naive B cells	1.6917923168846095e-23	1.9441516066024922	0.054	0.016	3.294088820206023e-19
RPL32	Naive B cells	1.7788254200913595e-23	-0.2954501493495445	0.652	0.713	3.463550975459886e-19
RGS1	Naive B cells	2.7982311107250886e-23	-0.38665125723472626	0.38	0.466	5.44843579569282e-19
RPS15	Naive B cells	4.44814772539745e-23	-0.17708069069993382	0.925	0.949	8.660988436121375e-19
PTPRJ	Naive B cells	4.459878011272876e-23	0.4190299301735412	0.497	0.407	8.683828475749417e-19
SMAP2	Naive B cells	4.9726859048009937e-23	-0.3488579299775103	0.567	0.641	9.682316725238014e-19
IFI44L	Naive B cells	5.525498661631841e-23	7.207709970713001	0.024	0	1.0758698444063358e-18
RPL26	Naive B cells	5.883598391290353e-23	-0.23918568958968844	0.77	0.818	1.1455954427681446e-18
GCN1	Naive B cells	5.919700639291297e-23	-0.28970315119555634	0.716	0.775	1.1526249114764086e-18
ENSMMUG00000056183	Naive B cells	6.826249451980239e-23	-0.2579034499475745	0.589	0.668	1.3291390307950724e-18
HSH2D	Naive B cells	7.237819224214502e-23	0.5954991581633478	0.284	0.204	1.4092757811468056e-18
ABLIM1	Naive B cells	9.436375140783665e-23	-0.25333693786411704	0.768	0.808	1.8373566036619875e-18
ENSMMUG00000050016	Naive B cells	1.1243701898375694e-22	3.4450219545639844	0.029	0.003	2.1892611966327316e-18
DENND5B	Naive B cells	1.1499950661921245e-22	0.38819434705671707	0.535	0.45	2.239155393382686e-18
PDE4B	Naive B cells	1.24203570498866e-22	-0.47400060065362015	0.293	0.377	2.4183677211834197e-18
OAS2	Naive B cells	1.323648795539922e-22	1.2604522207325912	0.092	0.042	2.577276569795782e-18
RPL10	Naive B cells	1.5086249283998624e-22	-0.18472638905845873	0.941	0.962	2.937443598087372e-18
RPL8	Naive B cells	1.6485244890806812e-22	-0.20686603197431586	0.85	0.892	3.209842032688994e-18
RPL18	Naive B cells	1.9647597159255546e-22	-0.1799263643262723	0.917	0.938	3.825583642878648e-18
CSGALNACT2	Naive B cells	2.1153433821887942e-22	-0.5563731693982515	0.202	0.277	4.118785099459801e-18
ENSMMUG00000058919	Naive B cells	2.4696972495900706e-22	-0.8243564343191319	0.084	0.14	4.808747514676827e-18
ENSMMUG00000005593	Naive B cells	3.114109252592898e-22	-0.25249751747487625	0.722	0.777	6.063482125723632e-18
GPHN	Naive B cells	3.871481622319535e-22	0.2950037702735089	0.644	0.563	7.538161866818366e-18
RPL6	Naive B cells	4.1829264771491103e-22	-0.22233936035901225	0.838	0.874	8.144576143657033e-18
PML	Naive B cells	5.034574292543995e-22	0.8189566911397029	0.165	0.1	9.802819605012412e-18
ZBTB16	Naive B cells	6.022954456535742e-22	1.6589668689393686	0.054	0.017	1.1727294622320742e-17
ENSMMUG00000061038	Naive B cells	7.097729232974544e-22	-0.6920392606638077	0.095	0.154	1.3819988589524734e-17
RPL22	Naive B cells	1.0427875115863855e-21	-0.2188124311412012	0.749	0.811	2.0304115638098515e-17
MARCHF6	Naive B cells	1.808940062043763e-21	-0.4118925810401286	0.382	0.462	3.522187194805411e-17
RPS9	Naive B cells	2.1062310423827613e-21	-0.24088519913003248	0.78	0.821	4.101042462623475e-17
SEMA3A	Naive B cells	2.9535992683550154e-21	-3.433558604531227	0.002	0.019	5.75095313541405e-17
MS4A1	Naive B cells	3.66171343741992e-21	0.23237607486660794	0.768	0.712	7.129722234000326e-17
CMPK2	Naive B cells	6.936788038768614e-21	2.6965769188896025	0.032	0.005	1.3506619990286367e-16
IL7	Naive B cells	7.489525568566192e-21	-0.5878550159561327	0.144	0.211	1.4582855234555233e-16
IRF9	Naive B cells	1.1461632459627777e-20	0.908245698167949	0.129	0.073	2.2316944562141244e-16
EIF2AK2	Naive B cells	1.610609075627397e-20	0.9291650297583891	0.162	0.102	3.1360169311541046e-16
KLF6	Naive B cells	2.0141083380414795e-20	-0.29864592422934333	0.632	0.692	3.9216703450005645e-16
ENSMMUG00000044861	Naive B cells	2.4668600129391413e-20	0.4151815322899557	0.447	0.361	4.803223131193802e-16
NR4A2	Naive B cells	2.5379441791971988e-20	-0.5295185278825632	0.223	0.295	4.941631111314866e-16
YWHAZ	Naive B cells	2.6482585102274584e-20	-0.31405282442660587	0.666	0.72	5.156424145263884e-16
RPS6KA5	Naive B cells	3.5288228072201273e-20	-0.37957016040886593	0.418	0.492	6.87097088793831e-16
RACK1	Naive B cells	5.581725987046462e-20	-0.22538562162262643	0.736	0.8	1.0868178669378167e-15
PAX5	Naive B cells	5.787827094705951e-20	-0.23089509107209238	0.795	0.844	1.1269478136101958e-15
CCNG2	Naive B cells	5.952617418139897e-20	-0.5945414846499625	0.185	0.253	1.1590341374860193e-15
CD200	Naive B cells	8.670882059691698e-20	0.45405234762169133	0.337	0.257	1.6883074458425706e-15
LTB	Naive B cells	9.047940723861704e-20	0.3029220026938564	0.658	0.582	1.7617245383431126e-15
TRIM22	Naive B cells	1.1750685211162694e-19	0.35645155693217423	0.583	0.518	2.2879759174654882e-15
HIST1H2AC	Naive B cells	2.234197103659616e-19	0.9097401189884279	0.124	0.071	4.350205180535638e-15
XAF1	Naive B cells	2.5439978331506715e-19	1.3805420976908442	0.066	0.027	4.953418180927672e-15
NUDT3	Naive B cells	2.774809387167976e-19	-0.1677228406927611	0.916	0.93	5.402831357754766e-15
BANK1	Naive B cells	5.3445290014944275e-19	-0.1379324344506241	0.99	0.994	1.04063324188098e-14
PHACTR1	Naive B cells	7.161239687353184e-19	-0.6802149040846711	0.117	0.174	1.3943649795245385e-14
NT5C3A	Naive B cells	7.202239173511063e-19	0.4233613869073187	0.374	0.297	1.402347989474339e-14
CD44	Naive B cells	7.287001834152531e-19	-0.4260156994292883	0.381	0.454	1.4188521271278393e-14
ENSMMUG00000062648	Naive B cells	1.087274470951302e-18	-0.5347914073530285	0.182	0.247	2.11703212238928e-14
RPL10A	Naive B cells	1.2288126412809148e-18	-0.18024103356998555	0.828	0.863	2.3926210938380692e-14
RPL35A	Naive B cells	1.3094002803044524e-18	-0.1807773156373167	0.85	0.879	2.5495332857807992e-14
PTPN1	Naive B cells	1.3164125819055726e-18	-0.4664964335094547	0.276	0.346	2.5631869382283403e-14
FYN	Naive B cells	1.6872593596343428e-18	-0.5141496224811382	0.186	0.255	3.2852626991440285e-14
GEM	Naive B cells	1.7835676574401245e-18	-2.780105235426651	0.003	0.019	3.4727845858016665e-14
ENSMMUG00000001210	Naive B cells	1.919599645829573e-18	-0.6115158146479819	0.12	0.178	3.7376524703947616e-14
COX7C	Naive B cells	2.2489997497861304e-18	-0.36383443237051893	0.404	0.474	4.3790274128085745e-14
HERC5	Naive B cells	5.471014705978705e-18	0.9407600717959095	0.189	0.13	1.0652612734011136e-13
USP40	Naive B cells	5.4930071363302865e-18	0.7767638345039558	0.136	0.083	1.0695434195148701e-13
PDCD4	Naive B cells	9.1426122587101e-18	0.4630095731614692	0.326	0.252	1.7801580328934435e-13
EXOC2	Naive B cells	9.477792373172127e-18	-0.46190623866651853	0.211	0.278	1.8454209529803447e-13
ENSMMUG00000062960	Naive B cells	9.48851952499955e-18	-4.421648439389159	0	0.011	1.8475096367126624e-13
WDR74	Naive B cells	1.362426045402167e-17	-0.4721157985498008	0.205	0.271	2.652779753002559e-13
ENO2	Naive B cells	1.422292421511725e-17	0.9145304847633093	0.098	0.053	2.76934557392548e-13
ENSMMUG00000054462	Naive B cells	1.5587421216886544e-17	-0.7647279431019632	0.068	0.114	3.035026785139979e-13
ENSMMUG00000013289	Naive B cells	2.5453049434608868e-17	-1.3422133477732445	0.02	0.048	4.955963255412693e-13
ENSMMUG00000028699	Naive B cells	3.420002425861355e-17	-0.43459564218373103	0.275	0.344	6.659086723394645e-13
SESTD1	Naive B cells	4.891415540672973e-17	-0.5721978584315004	0.15	0.21	9.524075199244347e-13
HDAC9	Naive B cells	5.224688050912586e-17	0.34984135282134243	0.445	0.366	1.0172990103931897e-12
FBXO33	Naive B cells	6.654223255061113e-17	-0.47444782083130865	0.24	0.305	1.2956438099929494e-12
ND5	Naive B cells	1.0128196687793155e-16	0.5396530340912471	0.184	0.124	1.9720611770802052e-12
DDX58	Naive B cells	1.0829224243370886e-16	0.845735509100232	0.148	0.095	2.108558252426745e-12
GRK3	Naive B cells	1.1362025713142995e-16	0.31386131607043577	0.553	0.485	2.2123000266060727e-12
MAP3K1	Naive B cells	1.1817745270971053e-16	0.30912198227403165	0.59	0.527	2.301033181710774e-12
ATP8	Naive B cells	1.2481748218270822e-16	0.5451610938388649	0.211	0.148	2.4303211955795116e-12
KYNU	Naive B cells	1.330690531607085e-16	0.4480239405527182	0.267	0.199	2.590987534092155e-12
EBF1	Naive B cells	1.7096967036077026e-16	0.1907336718151056	0.93	0.916	3.3289504515945576e-12
IFI16	Naive B cells	1.9594662994623977e-16	0.3254565857052585	0.535	0.466	3.815276831683235e-12
LRIF1	Naive B cells	2.0606153161238868e-16	0.3659578098082741	0.437	0.366	4.0122240820248204e-12
CPM	Naive B cells	2.373013108985403e-16	2.0964616825957987	0.035	0.01	4.6204938245054785e-12
RASGEF1B	Naive B cells	2.516805077656548e-16	-0.3525416368080687	0.476	0.538	4.900471166705065e-12
